model number,model name,time taken to optimise (in seconds),number of partitions,partition size
9,model_with_pwl_costs_9,0.00027632713317871094,100,10
10,model_with_pwl_costs_10,0.0002570152282714844,100,10
11,model_with_pwl_costs_11,0.00026488304138183594,100,10
12,model_with_pwl_costs_12,0.0002560615539550781,100,10
13,model_with_pwl_costs_13,0.0002422332763671875,100,10
14,model_with_pwl_costs_14,0.0002658367156982422,100,10
15,model_with_pwl_costs_15,0.00026297569274902344,100,10
16,model_with_pwl_costs_16,0.00026416778564453125,100,10
17,model_with_pwl_costs_17,0.000263214111328125,100,10
18,model_with_pwl_costs_18,0.0002372264862060547,100,10
19,model_with_pwl_costs_19,0.00025010108947753906,100,10
20,model_with_pwl_costs_20,0.00025773048400878906,100,10
21,model_with_pwl_costs_21,0.00023984909057617188,100,10
22,model_with_pwl_costs_22,0.0002589225769042969,100,10
23,model_with_pwl_costs_23,0.0002617835998535156,100,10
24,model_with_pwl_costs_24,0.0002460479736328125,100,10
0,model_with_separate_variables_0,0.002318859100341797,250,10
1,model_with_separate_variables_1,0.0021440982818603516,250,10
2,model_with_separate_variables_2,0.0021219253540039062,250,10
3,model_with_separate_variables_3,0.0021119117736816406,250,10
4,model_with_separate_variables_4,0.0020952224731445312,250,10
5,model_with_separate_variables_5,0.0020949840545654297,250,10
6,model_with_separate_variables_6,0.0020961761474609375,250,10
7,model_with_separate_variables_7,0.002125978469848633,250,10
8,model_with_separate_variables_8,0.002109050750732422,250,10
9,model_with_separate_variables_9,0.002096891403198242,250,10
10,model_with_separate_variables_10,0.002101898193359375,250,10
11,model_with_separate_variables_11,0.002084970474243164,250,10
12,model_with_separate_variables_12,0.002079010009765625,250,10
13,model_with_separate_variables_13,0.0020630359649658203,250,10
14,model_with_separate_variables_14,0.0022089481353759766,250,10
15,model_with_separate_variables_15,0.002131938934326172,250,10
16,model_with_separate_variables_16,0.002170085906982422,250,10
17,model_with_separate_variables_17,0.00222015380859375,250,10
18,model_with_separate_variables_18,0.0022089481353759766,250,10
19,model_with_separate_variables_19,0.0022242069244384766,250,10
20,model_with_separate_variables_20,0.0022039413452148438,250,10
21,model_with_separate_variables_21,0.0021581649780273438,250,10
22,model_with_separate_variables_22,0.0021550655364990234,250,10
23,model_with_separate_variables_23,0.002162933349609375,250,10
24,model_with_separate_variables_24,0.0021750926971435547,250,10
0,model_with_pwl_costs_0,0.00035691261291503906,250,10
1,model_with_pwl_costs_1,0.0003867149353027344,250,10
2,model_with_pwl_costs_2,0.00042176246643066406,250,10
3,model_with_pwl_costs_3,0.0004279613494873047,250,10
4,model_with_pwl_costs_4,0.00044226646423339844,250,10
5,model_with_pwl_costs_5,0.0004291534423828125,250,10
6,model_with_pwl_costs_6,0.00041294097900390625,250,10
7,model_with_pwl_costs_7,0.0004169940948486328,250,10
8,model_with_pwl_costs_8,0.00041484832763671875,250,10
9,model_with_pwl_costs_9,0.0004401206970214844,250,10
10,model_with_pwl_costs_10,0.00045609474182128906,250,10
11,model_with_pwl_costs_11,0.0004372596740722656,250,10
12,model_with_pwl_costs_12,0.00043582916259765625,250,10
13,model_with_pwl_costs_13,0.00043892860412597656,250,10
14,model_with_pwl_costs_14,0.0004329681396484375,250,10
15,model_with_pwl_costs_15,0.00043392181396484375,250,10
16,model_with_pwl_costs_16,0.00045490264892578125,250,10
17,model_with_pwl_costs_17,0.0004737377166748047,250,10
18,model_with_pwl_costs_18,0.0004379749298095703,250,10
19,model_with_pwl_costs_19,0.0004429817199707031,250,10
20,model_with_pwl_costs_20,0.00043702125549316406,250,10
21,model_with_pwl_costs_21,0.00043392181396484375,250,10
22,model_with_pwl_costs_22,0.00042319297790527344,250,10
23,model_with_pwl_costs_23,0.00040602684020996094,250,10
24,model_with_pwl_costs_24,0.00045490264892578125,250,10
0,model_with_separate_variables_0,0.005042076110839844,500,10
1,model_with_separate_variables_1,0.004762887954711914,500,10
2,model_with_separate_variables_2,0.004752159118652344,500,10
3,model_with_separate_variables_3,0.0047149658203125,500,10
4,model_with_separate_variables_4,0.004736185073852539,500,10
5,model_with_separate_variables_5,0.004673004150390625,500,10
6,model_with_separate_variables_6,0.004759073257446289,500,10
7,model_with_separate_variables_7,0.0046689510345458984,500,10
8,model_with_separate_variables_8,0.0046749114990234375,500,10
9,model_with_separate_variables_9,0.004725217819213867,500,10
10,model_with_separate_variables_10,0.004693031311035156,500,10
11,model_with_separate_variables_11,0.004684925079345703,500,10
12,model_with_separate_variables_12,0.0047931671142578125,500,10
13,model_with_separate_variables_13,0.005034923553466797,500,10
14,model_with_separate_variables_14,0.0050389766693115234,500,10
15,model_with_separate_variables_15,0.004911899566650391,500,10
16,model_with_separate_variables_16,0.0048792362213134766,500,10
17,model_with_separate_variables_17,0.00485992431640625,500,10
18,model_with_separate_variables_18,0.004889011383056641,500,10
19,model_with_separate_variables_19,0.005017995834350586,500,10
20,model_with_separate_variables_20,0.004815101623535156,500,10
21,model_with_separate_variables_21,0.004801750183105469,500,10
22,model_with_separate_variables_22,0.0048367977142333984,500,10
23,model_with_separate_variables_23,0.004960060119628906,500,10
24,model_with_separate_variables_24,0.004790067672729492,500,10
0,model_with_pwl_costs_0,0.001432180404663086,500,10
1,model_with_pwl_costs_1,0.0012040138244628906,500,10
2,model_with_pwl_costs_2,0.0012259483337402344,500,10
3,model_with_pwl_costs_3,0.0012278556823730469,500,10
4,model_with_pwl_costs_4,0.0013508796691894531,500,10
5,model_with_pwl_costs_5,0.0013201236724853516,500,10
6,model_with_pwl_costs_6,0.0012431144714355469,500,10
7,model_with_pwl_costs_7,0.0012400150299072266,500,10
8,model_with_pwl_costs_8,0.0013210773468017578,500,10
9,model_with_pwl_costs_9,0.0012850761413574219,500,10
10,model_with_pwl_costs_10,0.0012400150299072266,500,10
11,model_with_pwl_costs_11,0.0013136863708496094,500,10
12,model_with_pwl_costs_12,0.0012159347534179688,500,10
13,model_with_pwl_costs_13,0.0012059211730957031,500,10
14,model_with_pwl_costs_14,0.0013010501861572266,500,10
15,model_with_pwl_costs_15,0.0012831687927246094,500,10
16,model_with_pwl_costs_16,0.0012476444244384766,500,10
17,model_with_pwl_costs_17,0.0012979507446289062,500,10
18,model_with_pwl_costs_18,0.0013380050659179688,500,10
19,model_with_pwl_costs_19,0.0012691020965576172,500,10
20,model_with_pwl_costs_20,0.0011951923370361328,500,10
21,model_with_pwl_costs_21,0.0013477802276611328,500,10
22,model_with_pwl_costs_22,0.001271963119506836,500,10
23,model_with_pwl_costs_23,0.0012531280517578125,500,10
24,model_with_pwl_costs_24,0.0013051033020019531,500,10
0,model_with_separate_variables_0,0.000293731689453125,5,50
1,model_with_separate_variables_1,0.00022912025451660156,5,50
2,model_with_separate_variables_2,0.00022125244140625,5,50
3,model_with_separate_variables_3,0.00022125244140625,5,50
4,model_with_separate_variables_4,0.00021600723266601562,5,50
5,model_with_separate_variables_5,0.00022101402282714844,5,50
6,model_with_separate_variables_6,0.00022101402282714844,5,50
7,model_with_separate_variables_7,0.00021910667419433594,5,50
8,model_with_separate_variables_8,0.00021576881408691406,5,50
9,model_with_separate_variables_9,0.0002181529998779297,5,50
10,model_with_separate_variables_10,0.0002181529998779297,5,50
11,model_with_separate_variables_11,0.00021696090698242188,5,50
12,model_with_separate_variables_12,0.00021505355834960938,5,50
13,model_with_separate_variables_13,0.00021386146545410156,5,50
14,model_with_separate_variables_14,0.00021600723266601562,5,50
15,model_with_separate_variables_15,0.00021600723266601562,5,50
16,model_with_separate_variables_16,0.0002162456512451172,5,50
17,model_with_separate_variables_17,0.00021600723266601562,5,50
18,model_with_separate_variables_18,0.00021576881408691406,5,50
19,model_with_separate_variables_19,0.00021409988403320312,5,50
20,model_with_separate_variables_20,0.0002148151397705078,5,50
21,model_with_separate_variables_21,0.00021600723266601562,5,50
22,model_with_separate_variables_22,0.00021409988403320312,5,50
23,model_with_separate_variables_23,0.00021505355834960938,5,50
24,model_with_separate_variables_24,0.00021409988403320312,5,50
0,model_with_pwl_costs_0,0.0001220703125,5,50
1,model_with_pwl_costs_1,9.918212890625e-05,5,50
2,model_with_pwl_costs_2,9.703636169433594e-05,5,50
3,model_with_pwl_costs_3,9.417533874511719e-05,5,50
4,model_with_pwl_costs_4,9.322166442871094e-05,5,50
5,model_with_pwl_costs_5,9.322166442871094e-05,5,50
6,model_with_pwl_costs_6,9.417533874511719e-05,5,50
7,model_with_pwl_costs_7,9.226799011230469e-05,5,50
8,model_with_pwl_costs_8,9.202957153320312e-05,5,50
9,model_with_pwl_costs_9,9.179115295410156e-05,5,50
10,model_with_pwl_costs_10,9.202957153320312e-05,5,50
11,model_with_pwl_costs_11,9.298324584960938e-05,5,50
12,model_with_pwl_costs_12,9.274482727050781e-05,5,50
13,model_with_pwl_costs_13,9.107589721679688e-05,5,50
14,model_with_pwl_costs_14,9.202957153320312e-05,5,50
15,model_with_pwl_costs_15,9.012222290039062e-05,5,50
16,model_with_pwl_costs_16,9.012222290039062e-05,5,50
17,model_with_pwl_costs_17,9.202957153320312e-05,5,50
18,model_with_pwl_costs_18,9.179115295410156e-05,5,50
19,model_with_pwl_costs_19,8.916854858398438e-05,5,50
20,model_with_pwl_costs_20,9.107589721679688e-05,5,50
21,model_with_pwl_costs_21,9.202957153320312e-05,5,50
22,model_with_pwl_costs_22,9.298324584960938e-05,5,50
23,model_with_pwl_costs_23,9.179115295410156e-05,5,50
24,model_with_pwl_costs_24,9.202957153320312e-05,5,50
0,model_with_separate_variables_0,0.0007390975952148438,20,50
1,model_with_separate_variables_1,0.0006730556488037109,20,50
2,model_with_separate_variables_2,0.0006802082061767578,20,50
3,model_with_separate_variables_3,0.0006740093231201172,20,50
4,model_with_separate_variables_4,0.0007190704345703125,20,50
5,model_with_separate_variables_5,0.0006840229034423828,20,50
6,model_with_separate_variables_6,0.0006678104400634766,20,50
7,model_with_separate_variables_7,0.0007159709930419922,20,50
8,model_with_separate_variables_8,0.0007688999176025391,20,50
9,model_with_separate_variables_9,0.0007376670837402344,20,50
10,model_with_separate_variables_10,0.0007259845733642578,20,50
11,model_with_separate_variables_11,0.0007178783416748047,20,50
12,model_with_separate_variables_12,0.0007159709930419922,20,50
13,model_with_separate_variables_13,0.0007240772247314453,20,50
14,model_with_separate_variables_14,0.0007128715515136719,20,50
15,model_with_separate_variables_15,0.0007097721099853516,20,50
16,model_with_separate_variables_16,0.0007171630859375,20,50
17,model_with_separate_variables_17,0.0007171630859375,20,50
18,model_with_separate_variables_18,0.0007202625274658203,20,50
19,model_with_separate_variables_19,0.0007488727569580078,20,50
20,model_with_separate_variables_20,0.0008389949798583984,20,50
21,model_with_separate_variables_21,0.0007119178771972656,20,50
22,model_with_separate_variables_22,0.0007541179656982422,20,50
23,model_with_separate_variables_23,0.0007431507110595703,20,50
24,model_with_separate_variables_24,0.0008521080017089844,20,50
0,model_with_pwl_costs_0,0.00018525123596191406,20,50
1,model_with_pwl_costs_1,0.0002579689025878906,20,50
2,model_with_pwl_costs_2,0.00016379356384277344,20,50
3,model_with_pwl_costs_3,0.00015997886657714844,20,50
4,model_with_pwl_costs_4,0.00015091896057128906,20,50
5,model_with_pwl_costs_5,0.00015878677368164062,20,50
6,model_with_pwl_costs_6,0.00015020370483398438,20,50
7,model_with_pwl_costs_7,0.00015282630920410156,20,50
8,model_with_pwl_costs_8,0.0001468658447265625,20,50
9,model_with_pwl_costs_9,0.00015592575073242188,20,50
10,model_with_pwl_costs_10,0.00014495849609375,20,50
11,model_with_pwl_costs_11,0.00015091896057128906,20,50
12,model_with_pwl_costs_12,0.00015425682067871094,20,50
13,model_with_pwl_costs_13,0.00015687942504882812,20,50
14,model_with_pwl_costs_14,0.00014901161193847656,20,50
15,model_with_pwl_costs_15,0.00015616416931152344,20,50
16,model_with_pwl_costs_16,0.00015211105346679688,20,50
17,model_with_pwl_costs_17,0.00015497207641601562,20,50
18,model_with_pwl_costs_18,0.00015211105346679688,20,50
19,model_with_pwl_costs_19,0.0001518726348876953,20,50
20,model_with_pwl_costs_20,0.00015115737915039062,20,50
21,model_with_pwl_costs_21,0.00015211105346679688,20,50
22,model_with_pwl_costs_22,0.0001499652862548828,20,50
23,model_with_pwl_costs_23,0.0001552104949951172,20,50
24,model_with_pwl_costs_24,0.00015401840209960938,20,50
0,model_with_separate_variables_0,0.0018739700317382812,50,50
1,model_with_separate_variables_1,0.0019121170043945312,50,50
2,model_with_separate_variables_2,0.0017771720886230469,50,50
3,model_with_separate_variables_3,0.0017440319061279297,50,50
4,model_with_separate_variables_4,0.0017189979553222656,50,50
5,model_with_separate_variables_5,0.0017762184143066406,50,50
6,model_with_separate_variables_6,0.001949310302734375,50,50
7,model_with_separate_variables_7,0.0017688274383544922,50,50
8,model_with_separate_variables_8,0.0018298625946044922,50,50
9,model_with_separate_variables_9,0.0018248558044433594,50,50
10,model_with_separate_variables_10,0.0018429756164550781,50,50
11,model_with_separate_variables_11,0.0019791126251220703,50,50
12,model_with_separate_variables_12,0.0018112659454345703,50,50
13,model_with_separate_variables_13,0.0018639564514160156,50,50
14,model_with_separate_variables_14,0.0016798973083496094,50,50
15,model_with_separate_variables_15,0.0017118453979492188,50,50
16,model_with_separate_variables_16,0.0016758441925048828,50,50
17,model_with_separate_variables_17,0.0016901493072509766,50,50
18,model_with_separate_variables_18,0.0017070770263671875,50,50
19,model_with_separate_variables_19,0.0018439292907714844,50,50
20,model_with_separate_variables_20,0.001750946044921875,50,50
21,model_with_separate_variables_21,0.0017170906066894531,50,50
22,model_with_separate_variables_22,0.001683950424194336,50,50
23,model_with_separate_variables_23,0.0017490386962890625,50,50
24,model_with_separate_variables_24,0.0017440319061279297,50,50
0,model_with_pwl_costs_0,0.00038504600524902344,50,50
1,model_with_pwl_costs_1,0.0003638267517089844,50,50
2,model_with_pwl_costs_2,0.0003609657287597656,50,50
3,model_with_pwl_costs_3,0.0003619194030761719,50,50
4,model_with_pwl_costs_4,0.0003948211669921875,50,50
5,model_with_pwl_costs_5,0.0003948211669921875,50,50
6,model_with_pwl_costs_6,0.0003650188446044922,50,50
7,model_with_pwl_costs_7,0.0003628730773925781,50,50
8,model_with_pwl_costs_8,0.0003802776336669922,50,50
9,model_with_pwl_costs_9,0.0004112720489501953,50,50
10,model_with_pwl_costs_10,0.00034308433532714844,50,50
11,model_with_pwl_costs_11,0.00035881996154785156,50,50
12,model_with_pwl_costs_12,0.0003859996795654297,50,50
13,model_with_pwl_costs_13,0.0004012584686279297,50,50
14,model_with_pwl_costs_14,0.0003829002380371094,50,50
15,model_with_pwl_costs_15,0.000392913818359375,50,50
16,model_with_pwl_costs_16,0.00036907196044921875,50,50
17,model_with_pwl_costs_17,0.0003540515899658203,50,50
18,model_with_pwl_costs_18,0.00037384033203125,50,50
19,model_with_pwl_costs_19,0.0004470348358154297,50,50
20,model_with_pwl_costs_20,0.0003600120544433594,50,50
21,model_with_pwl_costs_21,0.0003600120544433594,50,50
22,model_with_pwl_costs_22,0.00041985511779785156,50,50
23,model_with_pwl_costs_23,0.0003838539123535156,50,50
24,model_with_pwl_costs_24,0.0003960132598876953,50,50
0,model_with_separate_variables_0,0.003461122512817383,100,50
1,model_with_separate_variables_1,0.003354787826538086,100,50
2,model_with_separate_variables_2,0.003446817398071289,100,50
3,model_with_separate_variables_3,0.003386974334716797,100,50
4,model_with_separate_variables_4,0.0033631324768066406,100,50
5,model_with_separate_variables_5,0.0033948421478271484,100,50
6,model_with_separate_variables_6,0.0034198760986328125,100,50
7,model_with_separate_variables_7,0.003911256790161133,100,50
8,model_with_separate_variables_8,0.003367185592651367,100,50
9,model_with_separate_variables_9,0.003248929977416992,100,50
10,model_with_separate_variables_10,0.003264904022216797,100,50
11,model_with_separate_variables_11,0.003336191177368164,100,50
12,model_with_separate_variables_12,0.003529071807861328,100,50
13,model_with_separate_variables_13,0.0034210681915283203,100,50
14,model_with_separate_variables_14,0.0032329559326171875,100,50
15,model_with_separate_variables_15,0.003289937973022461,100,50
