model number,model name,time taken to build model (in seconds),number of partitions,partition size
10,model_with_pwl_costs_10,0.3828856945037842,250,4000
11,model_with_pwl_costs_11,0.38150477409362793,250,4000
12,model_with_pwl_costs_12,0.3860757350921631,250,4000
13,model_with_pwl_costs_13,0.3838157653808594,250,4000
14,model_with_pwl_costs_14,0.38672375679016113,250,4000
15,model_with_pwl_costs_15,0.3843119144439697,250,4000
16,model_with_pwl_costs_16,0.38578081130981445,250,4000
17,model_with_pwl_costs_17,0.3836367130279541,250,4000
18,model_with_pwl_costs_18,0.38251376152038574,250,4000
19,model_with_pwl_costs_19,0.3797926902770996,250,4000
20,model_with_pwl_costs_20,0.38285064697265625,250,4000
21,model_with_pwl_costs_21,0.3835446834564209,250,4000
22,model_with_pwl_costs_22,0.3853938579559326,250,4000
23,model_with_pwl_costs_23,0.38944458961486816,250,4000
24,model_with_pwl_costs_24,0.3869965076446533,250,4000
0,model_with_separate_variables_0,11.970287084579468,500,4000
1,model_with_separate_variables_1,16.270465850830078,500,4000
2,model_with_separate_variables_2,19.980401277542114,500,4000
3,model_with_separate_variables_3,23.248852968215942,500,4000
4,model_with_separate_variables_4,28.78320002555847,500,4000
5,model_with_separate_variables_5,33.24567198753357,500,4000
6,model_with_separate_variables_6,36.43981599807739,500,4000
7,model_with_separate_variables_7,38.46824812889099,500,4000
8,model_with_separate_variables_8,44.72718024253845,500,4000
9,model_with_separate_variables_9,46.438924074172974,500,4000
10,model_with_separate_variables_10,53.5944037437439,500,4000
11,model_with_separate_variables_11,55.476500272750854,500,4000
12,model_with_separate_variables_12,56.85745167732239,500,4000
13,model_with_separate_variables_13,64.70477986335754,500,4000
14,model_with_separate_variables_14,64.61491322517395,500,4000
15,model_with_separate_variables_15,68.94007706642151,500,4000
16,model_with_separate_variables_16,77.27780795097351,500,4000
17,model_with_separate_variables_17,76.65475010871887,500,4000
18,model_with_separate_variables_18,80.8692991733551,500,4000
19,model_with_separate_variables_19,85.38417387008667,500,4000
20,model_with_separate_variables_20,95.36666703224182,500,4000
21,model_with_separate_variables_21,92.35252523422241,500,4000
22,model_with_separate_variables_22,101.27026605606079,500,4000
23,model_with_separate_variables_23,99.29019689559937,500,4000
24,model_with_separate_variables_24,101.76951003074646,500,4000
0,model_with_pwl_costs_0,0.8122971057891846,500,4000
1,model_with_pwl_costs_1,0.8022489547729492,500,4000
2,model_with_pwl_costs_2,0.8103301525115967,500,4000
3,model_with_pwl_costs_3,0.8086409568786621,500,4000
4,model_with_pwl_costs_4,0.8100171089172363,500,4000
5,model_with_pwl_costs_5,0.8064470291137695,500,4000
6,model_with_pwl_costs_6,0.8291330337524414,500,4000
7,model_with_pwl_costs_7,0.8308651447296143,500,4000
8,model_with_pwl_costs_8,0.8008582592010498,500,4000
9,model_with_pwl_costs_9,0.8199522495269775,500,4000
10,model_with_pwl_costs_10,0.8267371654510498,500,4000
11,model_with_pwl_costs_11,0.8044660091400146,500,4000
12,model_with_pwl_costs_12,0.8170881271362305,500,4000
13,model_with_pwl_costs_13,0.8268289566040039,500,4000
14,model_with_pwl_costs_14,0.8126521110534668,500,4000
15,model_with_pwl_costs_15,0.8053247928619385,500,4000
16,model_with_pwl_costs_16,0.7916738986968994,500,4000
17,model_with_pwl_costs_17,0.7875699996948242,500,4000
18,model_with_pwl_costs_18,0.8008027076721191,500,4000
19,model_with_pwl_costs_19,0.7740919589996338,500,4000
20,model_with_pwl_costs_20,0.7848632335662842,500,4000
21,model_with_pwl_costs_21,0.7784671783447266,500,4000
22,model_with_pwl_costs_22,0.7754392623901367,500,4000
23,model_with_pwl_costs_23,0.765190839767456,500,4000
24,model_with_pwl_costs_24,0.7676780223846436,500,4000
0,model_with_separate_variables_0,0.13579106330871582,5,5000
1,model_with_separate_variables_1,0.1805570125579834,5,5000
2,model_with_separate_variables_2,0.2304244041442871,5,5000
3,model_with_separate_variables_3,0.26881909370422363,5,5000
4,model_with_separate_variables_4,0.31512904167175293,5,5000
5,model_with_separate_variables_5,0.35986995697021484,5,5000
6,model_with_separate_variables_6,0.4062492847442627,5,5000
7,model_with_separate_variables_7,0.44861793518066406,5,5000
8,model_with_separate_variables_8,0.4902641773223877,5,5000
9,model_with_separate_variables_9,0.5393152236938477,5,5000
10,model_with_separate_variables_10,0.6824450492858887,5,5000
11,model_with_separate_variables_11,0.624812126159668,5,5000
12,model_with_separate_variables_12,0.6715381145477295,5,5000
13,model_with_separate_variables_13,0.7916500568389893,5,5000
14,model_with_separate_variables_14,0.7684841156005859,5,5000
15,model_with_separate_variables_15,0.8018820285797119,5,5000
16,model_with_separate_variables_16,0.9131183624267578,5,5000
17,model_with_separate_variables_17,0.8919601440429688,5,5000
18,model_with_separate_variables_18,0.9495048522949219,5,5000
19,model_with_separate_variables_19,0.9811739921569824,5,5000
20,model_with_separate_variables_20,1.0239269733428955,5,5000
21,model_with_separate_variables_21,1.1669161319732666,5,5000
22,model_with_separate_variables_22,1.1098601818084717,5,5000
23,model_with_separate_variables_23,1.166370153427124,5,5000
24,model_with_separate_variables_24,1.216548204421997,5,5000
0,model_with_pwl_costs_0,0.011137008666992188,5,5000
1,model_with_pwl_costs_1,0.01227116584777832,5,5000
2,model_with_pwl_costs_2,0.011167049407958984,5,5000
3,model_with_pwl_costs_3,0.011322021484375,5,5000
4,model_with_pwl_costs_4,0.011036157608032227,5,5000
5,model_with_pwl_costs_5,0.014710187911987305,5,5000
6,model_with_pwl_costs_6,0.017699003219604492,5,5000
7,model_with_pwl_costs_7,0.011020898818969727,5,5000
8,model_with_pwl_costs_8,0.01122903823852539,5,5000
9,model_with_pwl_costs_9,0.011141300201416016,5,5000
10,model_with_pwl_costs_10,0.011182069778442383,5,5000
11,model_with_pwl_costs_11,0.011279106140136719,5,5000
12,model_with_pwl_costs_12,0.011267423629760742,5,5000
13,model_with_pwl_costs_13,0.011410236358642578,5,5000
14,model_with_pwl_costs_14,0.011264324188232422,5,5000
15,model_with_pwl_costs_15,0.011347293853759766,5,5000
16,model_with_pwl_costs_16,0.011301994323730469,5,5000
17,model_with_pwl_costs_17,0.011248111724853516,5,5000
18,model_with_pwl_costs_18,0.011339902877807617,5,5000
19,model_with_pwl_costs_19,0.011332035064697266,5,5000
20,model_with_pwl_costs_20,0.011403083801269531,5,5000
21,model_with_pwl_costs_21,0.011361122131347656,5,5000
22,model_with_pwl_costs_22,0.011309146881103516,5,5000
23,model_with_pwl_costs_23,0.011429071426391602,5,5000
24,model_with_pwl_costs_24,0.011313199996948242,5,5000
0,model_with_separate_variables_0,0.5911099910736084,20,5000
1,model_with_separate_variables_1,0.8425383567810059,20,5000
2,model_with_separate_variables_2,0.9506111145019531,20,5000
3,model_with_separate_variables_3,1.1654078960418701,20,5000
4,model_with_separate_variables_4,1.356274127960205,20,5000
5,model_with_separate_variables_5,1.547821044921875,20,5000
6,model_with_separate_variables_6,1.664194107055664,20,5000
7,model_with_separate_variables_7,1.9344677925109863,20,5000
8,model_with_separate_variables_8,2.153311252593994,20,5000
9,model_with_separate_variables_9,2.1936514377593994,20,5000
10,model_with_separate_variables_10,2.376112937927246,20,5000
11,model_with_separate_variables_11,2.742358922958374,20,5000
12,model_with_separate_variables_12,2.7473392486572266,20,5000
13,model_with_separate_variables_13,2.9786951541900635,20,5000
14,model_with_separate_variables_14,3.3109920024871826,20,5000
15,model_with_separate_variables_15,3.272961139678955,20,5000
16,model_with_separate_variables_16,3.468792200088501,20,5000
17,model_with_separate_variables_17,3.9315781593322754,20,5000
18,model_with_separate_variables_18,3.8485031127929688,20,5000
19,model_with_separate_variables_19,4.01190972328186,20,5000
20,model_with_separate_variables_20,4.258195161819458,20,5000
21,model_with_separate_variables_21,4.443411350250244,20,5000
22,model_with_separate_variables_22,4.963472843170166,20,5000
23,model_with_separate_variables_23,4.804944276809692,20,5000
24,model_with_separate_variables_24,4.987989187240601,20,5000
0,model_with_pwl_costs_0,0.0423128604888916,20,5000
1,model_with_pwl_costs_1,0.03818917274475098,20,5000
2,model_with_pwl_costs_2,0.037919044494628906,20,5000
3,model_with_pwl_costs_3,0.03817129135131836,20,5000
4,model_with_pwl_costs_4,0.039997100830078125,20,5000
5,model_with_pwl_costs_5,0.03882408142089844,20,5000
6,model_with_pwl_costs_6,0.04001617431640625,20,5000
7,model_with_pwl_costs_7,0.038661956787109375,20,5000
8,model_with_pwl_costs_8,0.04204225540161133,20,5000
9,model_with_pwl_costs_9,0.03917813301086426,20,5000
10,model_with_pwl_costs_10,0.04115128517150879,20,5000
11,model_with_pwl_costs_11,0.039642333984375,20,5000
12,model_with_pwl_costs_12,0.039086103439331055,20,5000
13,model_with_pwl_costs_13,0.039006948471069336,20,5000
14,model_with_pwl_costs_14,0.038873910903930664,20,5000
15,model_with_pwl_costs_15,0.03893423080444336,20,5000
16,model_with_pwl_costs_16,0.04143404960632324,20,5000
17,model_with_pwl_costs_17,0.039073944091796875,20,5000
18,model_with_pwl_costs_18,0.03926205635070801,20,5000
19,model_with_pwl_costs_19,0.04000401496887207,20,5000
20,model_with_pwl_costs_20,0.03888821601867676,20,5000
21,model_with_pwl_costs_21,0.03902316093444824,20,5000
22,model_with_pwl_costs_22,0.03966498374938965,20,5000
23,model_with_pwl_costs_23,0.039048194885253906,20,5000
24,model_with_pwl_costs_24,0.03916597366333008,20,5000
0,model_with_separate_variables_0,1.385500192642212,50,5000
1,model_with_separate_variables_1,2.019109010696411,50,5000
2,model_with_separate_variables_2,2.557922124862671,50,5000
3,model_with_separate_variables_3,2.9382998943328857,50,5000
4,model_with_separate_variables_4,3.481189012527466,50,5000
5,model_with_separate_variables_5,3.9792561531066895,50,5000
6,model_with_separate_variables_6,4.172498941421509,50,5000
7,model_with_separate_variables_7,4.916478395462036,50,5000
8,model_with_separate_variables_8,5.424901008605957,50,5000
9,model_with_separate_variables_9,5.600165128707886,50,5000
10,model_with_separate_variables_10,6.107297897338867,50,5000
11,model_with_separate_variables_11,7.167969226837158,50,5000
12,model_with_separate_variables_12,6.987175941467285,50,5000
13,model_with_separate_variables_13,7.914771318435669,50,5000
14,model_with_separate_variables_14,8.0646071434021,50,5000
15,model_with_separate_variables_15,8.447540998458862,50,5000
16,model_with_separate_variables_16,8.91266918182373,50,5000
17,model_with_separate_variables_17,10.07201099395752,50,5000
18,model_with_separate_variables_18,9.849278926849365,50,5000
19,model_with_separate_variables_19,10.337921142578125,50,5000
20,model_with_separate_variables_20,10.85209608078003,50,5000
21,model_with_separate_variables_21,12.18916916847229,50,5000
22,model_with_separate_variables_22,12.095576047897339,50,5000
23,model_with_separate_variables_23,12.07362413406372,50,5000
24,model_with_separate_variables_24,12.544366836547852,50,5000
0,model_with_pwl_costs_0,0.09438133239746094,50,5000
1,model_with_pwl_costs_1,0.09706997871398926,50,5000
2,model_with_pwl_costs_2,0.09456801414489746,50,5000
3,model_with_pwl_costs_3,0.09459590911865234,50,5000
4,model_with_pwl_costs_4,0.09505701065063477,50,5000
5,model_with_pwl_costs_5,0.09515500068664551,50,5000
6,model_with_pwl_costs_6,0.09415507316589355,50,5000
7,model_with_pwl_costs_7,0.09527397155761719,50,5000
8,model_with_pwl_costs_8,0.09513616561889648,50,5000
9,model_with_pwl_costs_9,0.09641909599304199,50,5000
10,model_with_pwl_costs_10,0.09864115715026855,50,5000
11,model_with_pwl_costs_11,0.09536385536193848,50,5000
12,model_with_pwl_costs_12,0.0954580307006836,50,5000
13,model_with_pwl_costs_13,0.0950479507446289,50,5000
14,model_with_pwl_costs_14,0.09676504135131836,50,5000
15,model_with_pwl_costs_15,0.09505796432495117,50,5000
16,model_with_pwl_costs_16,0.09593605995178223,50,5000
17,model_with_pwl_costs_17,0.12656402587890625,50,5000
18,model_with_pwl_costs_18,0.09623026847839355,50,5000
19,model_with_pwl_costs_19,0.09585428237915039,50,5000
20,model_with_pwl_costs_20,0.09640121459960938,50,5000
21,model_with_pwl_costs_21,0.09731626510620117,50,5000
22,model_with_pwl_costs_22,0.09720039367675781,50,5000
23,model_with_pwl_costs_23,0.0977170467376709,50,5000
24,model_with_pwl_costs_24,0.0971221923828125,50,5000
0,model_with_separate_variables_0,2.816295862197876,100,5000
1,model_with_separate_variables_1,4.237903118133545,100,5000
2,model_with_separate_variables_2,5.027290105819702,100,5000
3,model_with_separate_variables_3,6.318077802658081,100,5000
4,model_with_separate_variables_4,7.119890928268433,100,5000
5,model_with_separate_variables_5,7.6356260776519775,100,5000
6,model_with_separate_variables_6,9.003180742263794,100,5000
7,model_with_separate_variables_7,10.158451080322266,100,5000
8,model_with_separate_variables_8,10.405292987823486,100,5000
9,model_with_separate_variables_9,12.26279878616333,100,5000
10,model_with_separate_variables_10,12.510217905044556,100,5000
11,model_with_separate_variables_11,14.349535942077637,100,5000
12,model_with_separate_variables_12,14.02521014213562,100,5000
13,model_with_separate_variables_13,15.029807090759277,100,5000
14,model_with_separate_variables_14,17.123602867126465,100,5000
15,model_with_separate_variables_15,17.00029993057251,100,5000
16,model_with_separate_variables_16,18.009138107299805,100,5000
17,model_with_separate_variables_17,18.92663288116455,100,5000
18,model_with_separate_variables_18,21.501354932785034,100,5000
19,model_with_separate_variables_19,21.003517866134644,100,5000
20,model_with_separate_variables_20,22.014195203781128,100,5000
21,model_with_separate_variables_21,22.916648864746094,100,5000
22,model_with_separate_variables_22,24.506902933120728,100,5000
23,model_with_separate_variables_23,25.927085638046265,100,5000
24,model_with_separate_variables_24,25.269770860671997,100,5000
0,model_with_pwl_costs_0,0.1941380500793457,100,5000
1,model_with_pwl_costs_1,0.18984198570251465,100,5000
2,model_with_pwl_costs_2,0.19188904762268066,100,5000
3,model_with_pwl_costs_3,0.18896150588989258,100,5000
4,model_with_pwl_costs_4,0.18825006484985352,100,5000
5,model_with_pwl_costs_5,0.19074511528015137,100,5000
6,model_with_pwl_costs_6,0.19077491760253906,100,5000
7,model_with_pwl_costs_7,0.19380879402160645,100,5000
8,model_with_pwl_costs_8,0.19089078903198242,100,5000
9,model_with_pwl_costs_9,0.19098806381225586,100,5000
10,model_with_pwl_costs_10,0.21052885055541992,100,5000
11,model_with_pwl_costs_11,0.19130802154541016,100,5000
12,model_with_pwl_costs_12,0.18936705589294434,100,5000
13,model_with_pwl_costs_13,0.1892991065979004,100,5000
14,model_with_pwl_costs_14,0.18999791145324707,100,5000
15,model_with_pwl_costs_15,0.1892991065979004,100,5000
16,model_with_pwl_costs_16,0.1957988739013672,100,5000
17,model_with_pwl_costs_17,0.1920778751373291,100,5000
18,model_with_pwl_costs_18,0.18935918807983398,100,5000
19,model_with_pwl_costs_19,0.1910231113433838,100,5000
20,model_with_pwl_costs_20,0.1903247833251953,100,5000
21,model_with_pwl_costs_21,0.19252490997314453,100,5000
22,model_with_pwl_costs_22,0.19153261184692383,100,5000
23,model_with_pwl_costs_23,0.19051885604858398,100,5000
24,model_with_pwl_costs_24,0.19221186637878418,100,5000
0,model_with_separate_variables_0,7.220541000366211,250,5000
1,model_with_separate_variables_1,10.24068832397461,250,5000
2,model_with_separate_variables_2,13.232157230377197,250,5000
3,model_with_separate_variables_3,15.412806272506714,250,5000
4,model_with_separate_variables_4,17.767157077789307,250,5000
5,model_with_separate_variables_5,20.130585193634033,250,5000
6,model_with_separate_variables_6,23.00194025039673,250,5000
7,model_with_separate_variables_7,25.908921241760254,250,5000
8,model_with_separate_variables_8,27.031890153884888,250,5000
9,model_with_separate_variables_9,30.129045963287354,250,5000
10,model_with_separate_variables_10,30.836976289749146,250,5000
11,model_with_separate_variables_11,33.3890380859375,250,5000
